longitude,latitude,m_age,total_rooms,total_bedrooms,population,households,median_income,median_house_val,y
-118.29,33.75,37,1319,292,766,285,2.7031,218900,NEAR OCEAN
-118.29,33.74,29,1503,411,1368,390,2.1473,195300,NEAR OCEAN
-118.29,33.74,52,1438,472,1018,399,2.2188,306700,NEAR OCEAN
-118.29,33.74,41,1382,361,905,344,2.75,238300,NEAR OCEAN
-118.29,33.74,30,2074,533,1311,531,2.0329,225800,NEAR OCEAN
-118.29,33.73,43,1854,519,1151,486,2.5759,225000,NEAR OCEAN
-118.29,33.73,21,2492,711,1699,672,2.1382,242300,NEAR OCEAN
-118.29,33.73,30,2835,711,1669,652,3.3616,268500,NEAR OCEAN
-118.3,33.73,42,1731,,866,403,2.7451,255400,NEAR OCEAN
-118.3,33.74,23,3075,860,1584,806,2.9386,260500,NEAR OCEAN
-118.31,33.73,36,1725,295,799,306,5.0874,368500,NEAR OCEAN
-118.31,33.73,52,1665,280,656,282,5.249,351900,NEAR OCEAN
-118.3,33.74,20,2625,673,1184,606,3.9167,285200,NEAR OCEAN
-118.3,33.73,47,2852,603,1130,560,4.194,293900,NEAR OCEAN
-118.31,33.73,52,2025,361,957,363,4.2059,350000,NEAR OCEAN
-118.28,33.74,44,1853,556,2090,539,1.8584,248100,NEAR OCEAN
-118.28,33.73,39,2602,802,2178,737,2.0469,234500,NEAR OCEAN
-118.28,33.73,52,2085,588,1767,516,2.1935,243200,NEAR OCEAN
-118.28,33.73,45,2137,559,1550,529,1.9167,227200,NEAR OCEAN
-118.29,33.73,30,3161,,1865,771,2.7139,231700,NEAR OCEAN
-118.29,33.72,25,2469,584,1253,535,3.1932,257500,NEAR OCEAN
-118.3,33.72,28,2647,658,1459,595,3.4474,253400,NEAR OCEAN
-118.3,33.72,28,2510,583,1388,554,3.3397,267800,NEAR OCEAN
-118.3,33.73,40,2582,606,1304,588,3.5694,276400,NEAR OCEAN
-118.31,33.73,52,1642,287,692,288,4.1812,321500,NEAR OCEAN
-118.31,33.72,26,2711,508,1372,459,4.1451,326700,NEAR OCEAN
-118.33,33.69,41,2168,357,1171,374,4.7216,311900,NEAR OCEAN
-118.31,33.73,33,2265,366,986,388,5.4533,409800,NEAR OCEAN
-118.32,33.73,25,1099,168,407,159,7.6886,500001,NEAR OCEAN
-118.33,33.72,25,6191,1081,2297,1023,6.4246,446700,NEAR OCEAN
-118.29,33.71,36,3135,746,1815,697,3.7596,300000,NEAR OCEAN
-118.31,33.67,42,1297,246,611,242,5.3074,401900,NEAR OCEAN
-118.3,33.72,35,2790,,1167,441,6.2028,361500,NEAR OCEAN
-118.29,33.71,40,1644,471,780,416,3.1071,464300,NEAR OCEAN
-118.29,33.71,40,1933,475,902,412,4.25,332800,NEAR OCEAN
-118.29,33.71,31,2809,666,1316,633,4.5606,303800,NEAR OCEAN
-118.29,33.72,39,2651,590,1103,508,3.274,254300,NEAR OCEAN
-118.29,33.72,21,1568,452,801,422,3.5109,225000,NEAR OCEAN
-118.28,33.68,8,2842,522,1624,510,3.7282,287500,NEAR OCEAN
-118.21,33.83,38,793,193,601,187,2.8837,176100,NEAR OCEAN
-118.17,33.83,45,2019,363,880,339,4.1023,217300,NEAR OCEAN
-118.18,33.84,35,1415,294,591,291,2.9798,315600,NEAR OCEAN
-118.19,33.84,44,2731,577,1396,555,4.1771,219100,NEAR OCEAN
-118.19,33.84,24,1228,320,537,273,2.25,192000,NEAR OCEAN
-118.19,33.85,30,3533,1061,2678,1033,2.2417,151900,NEAR OCEAN
-118.19,33.85,49,1073,260,725,272,3.8026,149700,NEAR OCEAN
-118.19,33.85,45,1167,302,773,287,3.2798,150300,NEAR OCEAN
-118.2,33.84,35,3405,779,1953,671,2.7813,159200,NEAR OCEAN
-118.2,33.83,35,3737,613,1305,583,7.2096,490300,NEAR OCEAN
-118.19,33.83,43,2641,411,1011,444,6.4468,444200,NEAR OCEAN
-118.19,33.83,42,1773,360,815,299,4.9,406300,NEAR OCEAN
-118.17,33.83,45,1808,315,800,302,4.8693,277700,NEAR OCEAN
-118.17,33.83,46,1362,214,531,222,4.3125,290500,NEAR OCEAN
-118.18,33.83,44,1497,277,542,274,5.0052,321800,NEAR OCEAN
-118.18,33.83,45,1535,274,591,276,4.2411,371700,NEAR OCEAN
-118.18,33.83,39,3622,745,1330,648,3.3125,425500,NEAR OCEAN
-118.18,33.84,43,2561,544,1063,537,3.835,418600,NEAR OCEAN
-118.17,33.82,50,3587,693,1513,651,5.5106,252200,NEAR OCEAN
-118.17,33.82,52,2539,497,1152,488,4.1354,268200,NEAR OCEAN
-118.18,33.83,52,2569,484,1030,451,4.1301,268400,NEAR OCEAN
-118.18,33.82,52,2618,472,943,440,3.7895,254000,NEAR OCEAN
-118.18,33.82,43,284,65,167,68,4.25,207500,NEAR OCEAN
-118.19,33.83,30,2246,552,1032,548,3.5871,347100,NEAR OCEAN
-118.19,33.82,19,2953,895,1914,855,3.5521,290000,NEAR OCEAN
-118.2,33.82,21,2251,452,913,420,4.6042,272200,NEAR OCEAN
-118.2,33.82,43,1758,347,954,312,5.2606,198900,NEAR OCEAN
-118.19,33.82,11,872,203,422,221,4.6364,156300,NEAR OCEAN
-118.19,33.81,21,1835,427,1038,384,4.4559,198500,NEAR OCEAN
-118.2,33.81,43,3013,574,1525,529,4.95,194000,NEAR OCEAN
-118.2,33.82,34,2807,768,2217,744,2.4286,204800,NEAR OCEAN
-118.19,33.81,23,954,390,804,373,2.5833,181300,NEAR OCEAN
-118.2,33.81,45,944,178,533,193,3.4808,206900,NEAR OCEAN
-118.2,33.81,46,1388,254,742,241,4.6458,212100,NEAR OCEAN
-118.2,33.81,47,2347,437,1219,420,5.3096,209900,NEAR OCEAN
-118.21,33.82,34,1719,398,1444,372,2.8438,139300,NEAR OCEAN
-118.21,33.81,43,905,199,764,204,3.3214,162200,NEAR OCEAN
-118.21,33.81,40,1815,428,1807,413,3.0882,160700,NEAR OCEAN
-118.21,33.82,33,1278,311,1157,320,3.5054,146800,NEAR OCEAN
-118.22,33.82,30,1680,469,1779,429,3.6086,146300,NEAR OCEAN
-118.21,33.82,45,455,92,394,89,4.9562,165700,NEAR OCEAN
-118.21,33.82,43,1005,199,723,191,4.3424,162500,NEAR OCEAN
-118.22,33.82,17,5357,1332,3030,1266,1.9311,138100,NEAR OCEAN
-118.21,33.81,45,1693,337,1255,333,3.6923,159700,NEAR OCEAN
-118.21,33.81,45,1816,398,1524,388,3.8586,157900,NEAR OCEAN
-118.22,33.81,38,1486,359,1345,326,3.3988,147800,NEAR OCEAN
-118.22,33.81,41,726,166,602,183,3.7885,156900,NEAR OCEAN
-118.21,33.8,45,1160,274,1095,269,2.7308,139000,NEAR OCEAN
-118.21,33.8,41,1251,279,1053,278,3.2778,150800,NEAR OCEAN
-118.22,33.8,36,1285,347,1291,337,3.7708,157100,NEAR OCEAN
-118.22,33.8,33,1984,477,1764,440,3.875,165100,NEAR OCEAN
-118.22,33.79,28,3008,629,2537,596,2.3,137500,NEAR OCEAN
-118.21,33.79,39,1598,458,1691,399,2.3605,141800,NEAR OCEAN
-118.21,33.79,32,2020,613,2557,562,2.1397,145300,NEAR OCEAN
-118.21,33.8,44,1387,280,984,302,4.25,143100,NEAR OCEAN
-118.19,33.8,38,2010,595,1535,525,1.9848,160400,NEAR OCEAN
-118.19,33.79,29,3497,1096,2994,919,1.8109,137500,NEAR OCEAN
-118.2,33.79,47,767,195,569,195,2.9514,185200,NEAR OCEAN
-118.2,33.79,48,2105,592,1807,539,2.7183,190400,NEAR OCEAN
-118.2,33.79,47,2549,626,1388,606,3.0135,192700,NEAR OCEAN
-118.2,33.8,52,1786,445,1090,430,2.8988,194900,NEAR OCEAN
-118.19,33.8,41,2125,591,1604,555,2.9943,190600,NEAR OCEAN
-118.2,33.8,42,4577,1146,2749,1094,2.5012,197500,NEAR OCEAN
-118.2,33.8,45,2456,495,1300,450,3.9792,210200,NEAR OCEAN
-118.2,33.8,52,1009,216,614,231,4.0074,200800,NEAR OCEAN
-118.18,33.8,42,2301,621,2114,561,2.0579,132700,NEAR OCEAN
-118.19,33.8,36,2326,729,2635,657,2.1985,141800,NEAR OCEAN
-118.18,33.79,42,1571,435,1631,417,1.6384,128000,NEAR OCEAN
-118.19,33.79,41,2114,612,2357,529,1.7938,142600,NEAR OCEAN
-118.19,33.79,43,1823,600,2339,560,1.6792,130600,NEAR OCEAN
-118.18,33.8,30,2734,758,2951,691,1.7689,117600,NEAR OCEAN
-118.17,33.79,36,948,303,1042,301,1.55,100000,NEAR OCEAN
-118.18,33.82,43,2210,469,1042,418,3.5,216700,NEAR OCEAN
-118.18,33.81,27,471,132,315,96,1.75,154200,NEAR OCEAN
-118.16,33.8,9,3564,835,1530,807,5.1806,175000,NEAR OCEAN
-118.16,33.79,25,5463,1265,3010,1179,3.233,199100,NEAR OCEAN
-118.17,33.8,26,1589,380,883,366,3.5313,187500,NEAR OCEAN
-118.18,33.8,15,2407,589,1591,506,3.0513,148100,NEAR OCEAN
-118.15,33.8,44,1886,399,1167,372,3.1042,219800,NEAR OCEAN
-118.13,33.79,29,2937,524,1132,528,4.6133,500001,NEAR OCEAN
-118.13,33.78,31,3039,739,1199,697,3.7232,500001,NEAR OCEAN
-118.13,33.79,36,1245,211,508,221,5.3441,480600,NEAR OCEAN
-118.13,33.79,44,2153,375,947,364,5.0072,236200,NEAR OCEAN
-118.13,33.79,45,2317,448,1057,428,4.375,234800,NEAR OCEAN
-118.14,33.79,45,1519,263,681,267,4.6452,212500,NEAR OCEAN
-118.13,33.79,20,6678,1797,3625,1599,3.7716,242900,NEAR OCEAN
-118.14,33.8,43,2506,531,1230,543,3.4211,203900,NEAR OCEAN
-118.15,33.79,5,3700,993,1657,848,3.7826,196300,NEAR OCEAN
-118.14,33.79,23,2573,688,1478,604,3.4833,209400,NEAR OCEAN
-118.14,33.79,44,2388,619,1461,592,3.1711,215400,NEAR OCEAN
-118.14,33.78,44,2101,496,1038,500,3.108,217900,NEAR OCEAN
-118.15,33.79,25,4013,1097,2297,969,3.0453,185900,NEAR OCEAN
-118.15,33.78,17,1584,435,904,406,2.0875,181300,NEAR OCEAN
-118.16,33.78,14,1709,558,1939,520,1.9808,139100,NEAR OCEAN
-118.16,33.78,33,2048,585,2074,597,2.0156,152700,NEAR OCEAN
-118.16,33.79,25,3742,1180,3916,1063,2.4,153700,NEAR OCEAN
-118.16,33.79,26,3061,844,2135,769,2.875,164000,NEAR OCEAN
-118.17,33.79,32,2171,672,3002,648,2.375,139700,NEAR OCEAN
-118.17,33.79,30,1349,519,2646,552,1.9318,115900,NEAR OCEAN
-118.18,33.78,36,1697,550,1379,434,1.2746,129700,NEAR OCEAN
-118.18,33.79,27,1580,510,1896,448,2.0186,130000,NEAR OCEAN
-118.17,33.79,28,1219,408,1816,348,1.7589,118300,NEAR OCEAN
-118.18,33.79,20,1255,360,1201,318,1.2206,162500,NEAR OCEAN
-118.19,33.78,29,1170,369,1398,373,2.2543,156300,NEAR OCEAN
-118.19,33.79,37,1834,551,1967,476,2.137,126600,NEAR OCEAN
-118.19,33.79,30,3107,994,3543,850,1.9387,141700,NEAR OCEAN
-118.19,33.78,24,225,72,439,71,2.8533,137500,NEAR OCEAN
-118.2,33.79,25,2851,968,3744,906,2.0675,116700,NEAR OCEAN
-118.21,33.79,33,32,18,96,36,4.5938,112500,NEAR OCEAN
-118.21,33.79,44,121,29,153,30,2.1964,150000,NEAR OCEAN
-118.22,33.79,48,143,41,222,50,1.7,104200,NEAR OCEAN
-118.23,33.76,21,49,14,29,16,5,87500,NEAR OCEAN
-118.19,33.78,21,2741,1029,2924,969,1.3274,218800,NEAR OCEAN
-118.19,33.78,35,1511,593,914,539,0.9318,187500,NEAR OCEAN
-118.2,33.78,46,1889,651,1545,587,1.7064,175000,NEAR OCEAN
-118.2,33.78,48,1766,497,1908,466,1.9872,168800,NEAR OCEAN
-118.2,33.78,52,2662,893,3018,763,2.3305,162500,NEAR OCEAN
-118.19,33.77,35,1574,603,820,514,1.2321,137500,NEAR OCEAN
-118.2,33.77,40,2034,899,1257,797,1.2864,131300,NEAR OCEAN
-118.2,33.77,24,2404,819,1566,753,1.5076,145800,NEAR OCEAN
-118.2,33.77,22,1118,437,1190,399,1.9797,143800,NEAR OCEAN
-118.2,33.77,52,1375,457,1089,317,2.2344,200000,NEAR OCEAN
-118.2,33.77,41,1158,396,1209,336,2.7813,129200,NEAR OCEAN
-118.2,33.77,42,517,233,995,212,2.225,106300,NEAR OCEAN
-118.18,33.77,45,1434,627,735,518,1.5,162500,NEAR OCEAN
-118.19,33.76,25,1442,392,632,385,4.6629,162500,NEAR OCEAN
-118.19,33.77,52,1562,616,692,512,1.4048,200000,NEAR OCEAN
-118.18,33.77,39,1645,547,1339,499,1.5536,155000,NEAR OCEAN
-118.18,33.77,36,1833,688,1128,620,1.1483,112500,NEAR OCEAN
-118.19,33.77,21,2103,727,1064,603,1.6178,137500,NEAR OCEAN
-118.19,33.77,31,1711,691,1092,568,1.0714,150000,NEAR OCEAN
-118.18,33.78,20,1852,556,1712,556,1.4565,152500,NEAR OCEAN
-118.18,33.78,17,1419,436,1300,360,2.0769,100000,NEAR OCEAN
-118.18,33.78,52,1180,381,1046,332,1.5603,162500,NEAR OCEAN
-118.19,33.78,31,1648,484,898,457,1.5844,162500,NEAR OCEAN
-118.19,33.78,8,992,393,694,331,2.5544,162500,NEAR OCEAN
-118.19,33.78,29,1013,392,1083,316,1.8438,162500,NEAR OCEAN
-118.19,33.78,42,1021,300,533,187,1.8036,175000,NEAR OCEAN
-118.17,33.78,29,2920,962,3580,772,1.7393,140200,NEAR OCEAN
-118.17,33.78,23,3768,1261,3940,1098,1.9647,186200,NEAR OCEAN
-118.18,33.78,26,3042,1253,4812,1141,1.7701,146200,NEAR OCEAN
-118.17,33.78,44,2364,746,3184,672,1.918,147500,NEAR OCEAN
-118.17,33.77,36,2933,881,2077,838,2.2538,181300,NEAR OCEAN
-118.17,33.77,45,2508,797,1340,720,2.6786,191100,NEAR OCEAN
-118.17,33.77,38,2239,721,984,684,2.346,165600,NEAR OCEAN
-118.17,33.77,39,2953,878,1379,785,2.1378,180400,NEAR OCEAN
-118.17,33.77,12,4409,1401,3068,1262,2.2808,154700,NEAR OCEAN
-118.18,33.77,29,1776,606,1391,488,1.1295,137500,NEAR OCEAN
-118.18,33.77,30,1418,439,720,417,2.6371,159400,NEAR OCEAN
-118.17,33.77,37,1127,327,492,331,2.675,241700,NEAR OCEAN
-118.18,33.74,30,5915,1750,2136,1503,4.0968,310000,NEAR OCEAN
-118.17,33.77,45,2151,643,1047,579,3.1149,218800,NEAR OCEAN
-118.17,33.77,45,2143,697,1004,594,3.0153,220000,NEAR OCEAN
-118.18,33.77,37,2653,754,1087,698,2.3523,325000,NEAR OCEAN
-118.18,33.77,41,2048,601,852,533,2.5726,193800,NEAR OCEAN
-118.18,33.77,49,2297,759,1105,629,1.8388,175000,NEAR OCEAN
-118.16,33.77,49,3382,787,1314,756,3.8125,382100,NEAR OCEAN
-118.17,33.74,36,2006,453,807,426,3.7838,500001,NEAR OCEAN
-118.16,33.77,30,4439,1105,1749,1011,3.8984,306300,NEAR OCEAN
-118.15,33.77,39,2428,634,1312,612,2.7212,266300,NEAR OCEAN
-118.16,33.77,30,2800,757,1292,742,2.7614,272200,NEAR OCEAN
-118.16,33.77,38,3235,769,1284,752,2.9384,304100,NEAR OCEAN
-118.16,33.77,29,3078,786,1460,736,2.875,232500,NEAR OCEAN
-118.17,33.77,25,4405,1262,2178,1090,3.0503,225000,NEAR OCEAN
-118.16,33.78,15,4798,1374,3087,1212,2.127,163300,NEAR OCEAN
-118.16,33.78,39,4075,1085,2470,1025,2.3317,222500,NEAR OCEAN
-118.16,33.78,52,3248,853,1819,815,3.1739,222900,NEAR OCEAN
-118.16,33.78,29,3684,1301,3891,1143,1.6955,179700,NEAR OCEAN
-118.15,33.78,13,3056,861,1600,824,3.3003,207800,NEAR OCEAN
-118.15,33.78,12,4436,1133,2176,1002,3.5812,198600,NEAR OCEAN
-118.15,33.78,35,2768,752,1277,651,3.6193,250000,NEAR OCEAN
-118.14,33.78,42,1898,488,940,483,3.4107,233300,NEAR OCEAN
-118.13,33.78,45,1016,172,361,163,7.5,434500,NEAR OCEAN
-118.14,33.77,49,2792,690,1301,648,3.2917,307400,NEAR OCEAN
-118.14,33.77,51,2812,621,1171,566,3.875,342900,NEAR OCEAN
-118.15,33.77,52,2204,498,899,445,4.1765,393900,NEAR OCEAN
-118.15,33.77,41,3448,896,1621,838,4.5,339800,NEAR OCEAN
-118.15,33.77,27,3043,787,1398,747,3.5528,271100,NEAR OCEAN
-118.14,33.76,37,3242,698,1080,629,3.901,432500,NEAR OCEAN
-118.16,33.72,29,2743,708,1059,651,3.625,500000,NEAR OCEAN
-118.15,33.76,36,2916,785,1183,749,3.5985,500001,NEAR OCEAN
-118.15,33.77,36,4366,1211,1912,1172,3.5292,361800,NEAR OCEAN
-118.13,33.76,52,2216,526,940,530,4.5469,381000,NEAR OCEAN
-118.13,33.76,44,1543,463,652,406,4.25,439300,NEAR OCEAN
-118.14,33.75,39,1995,634,867,567,4.0795,400000,NEAR OCEAN
-118.14,33.76,52,2677,642,1144,624,4.3889,378000,NEAR OCEAN
-118.14,33.76,50,2960,761,1179,718,3.5214,398100,NEAR OCEAN
-118.14,33.76,44,1633,536,741,513,3.385,408300,NEAR OCEAN
-118.14,33.77,52,2208,409,791,408,5.8408,500000,NEAR OCEAN
-118.14,33.76,50,914,167,322,165,4.7361,418800,NEAR OCEAN
-118.13,33.76,46,2834,673,1175,670,4.7875,363800,NEAR OCEAN
-118.13,33.76,44,2532,621,961,550,3.9352,406900,NEAR OCEAN
-118.12,33.76,43,3070,668,1240,646,3.7813,461500,NEAR OCEAN
-118.12,33.75,47,3330,569,1220,557,7.3672,500001,NEAR OCEAN
-118.12,33.76,45,3035,516,1127,527,7.0796,500001,NEAR OCEAN
-118.12,33.75,41,2072,491,742,414,3.9934,500001,NEAR OCEAN
-118.14,33.71,36,2484,525,792,446,5.1815,500001,NEAR OCEAN
-118.1,33.76,15,4690,1002,1879,974,5.6051,267400,NEAR OCEAN
-118.11,33.77,15,9103,1847,3333,1712,5.1508,367300,NEAR OCEAN
-118.12,33.77,20,4534,954,1941,892,6.0362,463500,NEAR OCEAN
-118.12,33.77,10,7264,1137,2528,1057,10.2233,500001,NEAR OCEAN
-118.13,33.77,52,3697,691,1436,671,4.6852,395200,NEAR OCEAN
-118.13,33.77,37,4365,926,1661,868,5.3046,360700,NEAR OCEAN
-118.3,33.74,40,1896,416,950,383,2.425,255000,NEAR OCEAN
-118.3,33.74,28,1065,215,887,217,3.9375,270500,NEAR OCEAN
-118.44,33.88,35,2020,451,724,399,6.6494,500001,NEAR OCEAN
-118.43,33.87,41,847,173,344,170,6.822,500001,NEAR OCEAN
-118.43,33.86,34,358,87,162,84,7.1264,500001,NEAR OCEAN
-118.42,33.85,43,1584,477,799,433,5.0322,435000,NEAR OCEAN
-118.41,33.85,16,6123,1989,2853,1789,4.425,336400,NEAR OCEAN
-118.43,33.83,19,6206,1611,2455,1472,5.145,420200,NEAR OCEAN
-118.39,33.83,32,2075,539,954,519,5.637,500001,NEAR OCEAN
-118.39,33.82,30,3433,918,1526,828,4.5817,500001,NEAR OCEAN
-118.43,33.82,34,2112,614,946,574,4.6048,500001,NEAR OCEAN
-118.38,33.82,35,3053,623,1311,589,5.1589,439200,NEAR OCEAN
-118.38,33.82,38,1318,237,547,225,6.0308,416700,NEAR OCEAN
-118.37,33.81,36,2031,339,817,337,5.1271,458300,NEAR OCEAN
-118.38,33.81,33,2349,407,954,373,6.4956,483600,NEAR OCEAN
-118.38,33.81,20,1975,306,703,292,8.5491,410300,NEAR OCEAN
-118.44,33.81,33,3994,990,1647,931,5.0106,500001,NEAR OCEAN
-118.38,33.82,34,1822,364,750,366,5.9907,500001,NEAR OCEAN
-118.37,33.81,33,5057,790,2021,748,6.8553,482200,NEAR OCEAN
-118.37,33.81,36,1283,209,563,209,6.9296,500001,NEAR OCEAN
-118.38,33.81,41,1889,301,802,278,6.015,488500,NEAR OCEAN
-118.38,33.81,39,2400,373,877,372,5.7361,500001,NEAR OCEAN
-118.39,33.81,35,1008,165,391,167,3.7778,487500,NEAR OCEAN
-118.38,33.81,36,1018,148,329,169,10.5045,500001,NEAR OCEAN
-118.34,33.78,25,11016,1626,4168,1584,8.1782,500001,NEAR OCEAN
-118.36,33.79,34,5166,704,2071,668,8.3609,500001,NEAR OCEAN
-118.37,33.79,36,1596,234,654,223,8.2064,500001,NEAR OCEAN
-118.36,33.8,38,2553,400,1042,393,6.9742,500001,NEAR OCEAN
-118.36,33.8,34,2629,369,966,375,10.1241,500001,NEAR OCEAN
-118.38,33.8,36,4421,702,1433,624,8.0838,500001,NEAR OCEAN
-118.45,33.8,31,4803,575,1490,577,11.9993,500001,NEAR OCEAN
-118.39,33.79,30,4402,563,1582,551,10.898,500001,NEAR OCEAN
-118.4,33.78,24,4787,562,1653,548,12.9758,500001,NEAR OCEAN
-118.44,33.79,27,2141,260,635,240,11.6648,500001,NEAR OCEAN
-118.41,33.77,22,7554,991,2808,946,10.06,500001,NEAR OCEAN
-118.46,33.77,28,3065,406,1101,391,10.5536,500001,NEAR OCEAN
-118.42,33.78,36,2093,303,802,300,8.0957,500001,NEAR OCEAN
-118.37,33.77,26,6339,876,2540,880,10.1447,500001,NEAR OCEAN
-118.38,33.77,21,11353,1537,4649,1504,9.821,500001,NEAR OCEAN
-118.38,33.77,17,10950,2207,4713,2043,6.3064,418300,NEAR OCEAN
-118.38,33.79,32,10445,1620,4474,1576,7.7042,500001,NEAR OCEAN
-118.4,33.78,26,5005,776,2357,790,8.5421,500001,NEAR OCEAN
-118.42,33.75,22,17591,2604,6897,2492,8.2831,500001,NEAR OCEAN
-118.34,33.76,34,5586,674,1871,636,15.0001,500001,NEAR OCEAN
-118.35,33.74,25,8272,1132,3392,1132,10.0973,500001,NEAR OCEAN
-118.38,33.75,23,8277,1290,3176,1159,7.6986,500001,NEAR OCEAN
-118.39,33.71,18,1193,233,475,228,7.5594,500001,NEAR OCEAN
-118.41,33.75,4,311,51,128,46,9.8091,500001,NEAR OCEAN
-118.31,33.75,36,2715,474,1303,457,4.6042,357300,NEAR OCEAN
-118.31,33.75,34,2338,393,1031,373,6.287,396400,NEAR OCEAN
-118.33,33.77,33,4244,595,1534,557,9.8214,500001,NEAR OCEAN
-118.32,33.75,33,2996,398,1048,387,9.267,500001,NEAR OCEAN
-118.32,33.75,37,1080,135,366,142,11.6677,500001,NEAR OCEAN
-118.32,33.74,24,6097,794,2248,806,10.1357,500001,NEAR OCEAN
-118.69,34.08,23,204,40,117,41,9.7646,500001,NEAR OCEAN
-118.66,34.1,12,2560,365,907,366,10.076,500001,NEAR OCEAN
-118.68,34.08,18,102,17,55,21,3.9934,500001,NEAR OCEAN
-118.76,34.13,10,4355,716,2030,674,6.5571,500001,NEAR OCEAN
-118.75,34.1,34,2255,402,857,317,4.5333,377300,NEAR OCEAN
-118.72,34.14,7,23866,4407,9873,4012,5.4032,318500,NEAR OCEAN
-118.78,34.16,9,30405,4093,12873,3931,8.0137,399200,NEAR OCEAN
-118.8,34.15,9,1143,179,647,180,6.8474,356700,NEAR OCEAN
-118.75,34.17,16,2950,387,1228,379,5.3749,346100,NEAR OCEAN
-118.84,34.11,12,7508,1058,2484,965,5.8788,500001,NEAR OCEAN
-118.82,34.14,22,11668,1730,4054,1671,6.9935,385500,NEAR OCEAN
-118.79,34.14,7,3003,504,1143,466,5.8548,500001,NEAR OCEAN
-118.74,34.05,19,3487,686,2782,584,7.9184,500001,NEAR OCEAN
-118.86,34.07,16,1409,244,970,172,8.0144,500001,NEAR OCEAN
-118.88,34.02,19,15990,2611,5175,2173,7.7848,500001,NEAR OCEAN
-118.85,34.04,21,3837,578,1509,509,8.4476,500001,NEAR OCEAN
-118.78,34.05,28,1343,215,487,199,6.83,500001,NEAR OCEAN
-118.6,34.02,36,2043,467,606,326,8.4331,500001,NEAR OCEAN
-118.62,34.06,25,3546,584,1530,601,7.4001,500001,NEAR OCEAN
-118.66,34.02,23,8798,1465,2750,1208,8.7364,500001,NEAR OCEAN
-122.49,38.1,43,1226,244,491,205,4.9286,307000,NEAR BAY
-122.54,38.14,16,4431,603,1659,630,7.5412,392100,NEAR BAY
-122.55,38.1,26,5188,892,2341,906,5.0029,255600,NEAR BAY
-122.57,38.11,24,2863,734,1583,682,3.1981,215300,NEAR BAY
-122.57,38.11,32,3521,748,1706,723,3.4705,228600,NEAR BAY
-122.58,38.12,13,5027,871,1912,770,4.9286,309500,NEAR BAY
-122.58,38.1,22,11872,2300,5600,2200,4.6463,276300,NEAR BAY
-122.58,38.08,27,10839,1637,4406,1623,5.615,285600,NEAR BAY
-122.55,38.07,5,1495,235,555,201,6.7232,345000,NEAR BAY
-122.56,38.09,17,9614,2123,4684,2060,4.1705,209800,NEAR BAY
-122.56,38.06,19,15622,2721,6109,2615,5.0965,295300,NEAR BAY
-122.55,38.07,38,3392,709,1894,713,3.0573,350800,NEAR BAY
-122.41,38.07,20,4536,708,1812,701,6.0433,435900,NEAR BAY
-122.51,38.06,24,9493,1935,5162,1880,3.0742,118800,NEAR BAY
-122.53,38.01,16,1495,292,472,284,3.4432,67500,NEAR BAY
-122.44,38.03,13,4284,1042,2146,937,4.1289,179200,NEAR BAY
-122.45,38.01,36,4501,832,2196,800,4.3182,252700,NEAR BAY
-122.53,38.01,27,3121,531,1318,489,5.4781,310900,NEAR BAY
-122.51,38,17,2449,536,1157,543,3.9519,274200,NEAR BAY
-122.49,38,26,48,8,19,8,7.7197,400000,NEAR BAY
-122.55,38.03,29,7174,1169,3063,1172,6.0902,293200,NEAR BAY
-122.57,38.03,24,2330,322,911,320,6.5253,387700,NEAR BAY
-122.56,38.03,34,1887,290,815,283,6.5249,324800,NEAR BAY
-122.59,38.04,25,3412,455,1238,406,8.3646,397300,NEAR BAY
-122.57,38.02,33,9531,1487,3798,1409,5.6512,314000,NEAR BAY
-122.56,38.01,21,2144,400,840,398,4.6,239500,NEAR BAY
-122.55,38.02,27,4985,711,1928,742,6.4978,361500,NEAR BAY
-122.55,38.01,27,3966,577,1657,611,6.3314,342200,NEAR BAY
-122.54,38,28,3416,826,1694,800,3.18,277000,NEAR BAY
-122.55,38,18,3119,803,1395,722,3.9265,301100,NEAR BAY
-122.54,37.99,32,2236,348,818,330,7.3521,444000,NEAR BAY
-122.52,37.98,31,6555,1571,2962,1464,2.8903,324200,NEAR BAY
-122.54,37.98,52,1758,316,607,264,5.5083,371900,NEAR BAY
-122.55,37.99,34,3306,555,1398,585,4.8993,319900,NEAR BAY
-122.53,37.98,32,2390,336,810,354,8.5759,500001,NEAR BAY
-122.55,37.98,31,3807,828,1581,795,3.293,337500,NEAR BAY
-122.51,37.99,32,4138,632,1541,626,5.5791,433300,NEAR BAY
-122.51,37.98,37,4801,699,1830,679,6.0762,487800,NEAR BAY
-122.51,37.97,37,4296,1089,2100,1025,3.2462,329400,NEAR BAY
-122.47,37.99,22,7274,1002,2468,957,7.494,439200,NEAR BAY
-122.46,37.98,10,1325,189,427,162,12.0933,500001,NEAR BAY
-122.49,37.99,27,5470,755,1916,764,6.994,420800,NEAR BAY
-122.49,37.98,34,1256,178,460,174,6.4271,451700,NEAR BAY
-122.53,37.97,52,205,119,228,132,1.9063,200000,NEAR BAY
-122.53,37.97,52,1560,451,700,419,2.5125,270800,NEAR BAY
-122.53,37.97,44,3595,953,1831,910,2.6036,287500,NEAR BAY
-122.54,37.97,39,4193,762,1833,737,5.6263,352100,NEAR BAY
